time_interval,rate_in,limit,truck,t_react,automax
404.6000,1.7719,1.0000,0.0000,0.1500,0.2608
404.5500,1.7719,1.0000,0.0000,0.2000,0.5983
396.5000,1.7719,1.0000,0.0000,0.2000,0.3212
332.0500,1.7719,1.0000,0.0000,0.2000,1.0703
324.2500,1.7719,1.0000,0.0000,0.2000,4.7666
402.8500,1.7719,1.0000,0.0000,0.2500,0.6792
322.7500,1.7719,1.0000,0.0000,0.2000,1.4579
332.0500,1.7719,1.0000,0.0000,0.2000,1.0364
315.0500,1.7719,1.0000,0.0000,0.2000,0.7640
399.1000,1.7719,1.0000,0.0000,0.1500,1.3561
402.7000,1.7719,1.0000,0.0000,0.2500,1.1248
317.3500,1.7719,1.0000,0.0000,0.2000,0.4378
312.1500,1.7719,1.0000,0.0000,0.2000,1.0160
398.9500,1.7719,1.0000,0.0000,0.2000,1.5368
328.9000,1.7719,1.0000,0.0000,0.2000,0.7833
328.9000,1.7719,1.0000,0.0000,0.2000,0.2397
324.5500,1.7719,1.0000,0.0000,0.2500,1.7132
393.8500,1.7719,1.0000,0.0000,0.2500,-0.2430
328.8500,1.7719,1.0000,0.0000,0.2000,-0.5065
311.6000,1.7719,1.0000,0.0000,0.2000,-0.3362
406.6500,1.7719,1.0000,0.0000,0.1500,0.5785
327.2500,1.7719,1.0000,0.0000,0.2000,0.9421
321.1500,1.7719,1.0000,0.0000,0.1500,1.6438
397.9000,1.7719,1.0000,0.0000,0.2000,2.2125
397.8000,1.7719,1.0000,0.0000,0.2000,-0.1947
335.3000,1.7719,1.0000,0.0000,0.2000,0.2096
327.2500,1.7719,1.0000,0.0000,0.2000,1.0624
327.3000,1.7719,1.0000,0.0000,0.2000,3.8188
339.4000,1.7719,1.0000,0.0000,0.2000,1.2536
405.6500,1.7719,1.0000,0.0000,0.1500,0.6537
319.3000,1.7719,1.0000,0.0000,0.2000,1.8706
397.7000,1.7719,1.0000,0.0000,0.2000,0.1834
350.7000,1.7719,1.0000,0.0000,0.2000,1.1776
327.2500,1.7719,1.0000,0.0000,0.2000,0.6757
402.9000,1.7719,1.0000,0.0000,0.2000,0.7384
329.2500,1.7719,1.0000,0.0000,0.2500,0.3598
327.2000,1.7719,1.0000,0.0000,0.2000,2.0484
327.1500,1.7719,1.0000,0.0000,0.1500,0.8963
388.6000,1.7719,1.0000,0.0000,0.2000,5.7519
355.3500,1.7719,1.0000,0.0000,0.2000,0.4617
327.1000,1.7719,1.0000,0.0000,0.2000,1.1786
327.2500,1.7719,1.0000,0.0000,0.2000,-0.3550
316.5500,1.7719,1.0000,0.0000,0.2000,0.5218
357.0000,1.7719,1.0000,0.0000,0.2000,-0.2623
402.0000,1.7719,1.0000,0.0000,0.2500,0.0609
310.2000,1.7719,1.0000,0.0000,0.2000,0.4385
325.6500,1.7719,1.0000,0.0000,0.2000,2.0168
308.8500,1.7719,1.0000,0.0000,0.2000,0.2368
402.3000,1.7719,1.0000,0.0000,0.2000,0.7460
320.7500,1.7719,1.0000,0.0000,0.2000,0.0940
370.9000,1.7719,1.0000,0.0000,0.2500,0.5578
339.1500,1.7719,1.0000,0.0000,0.2000,0.3382
324.1000,1.7719,1.0000,0.0000,0.2000,0.6933
322.3500,1.7719,1.0000,0.0000,0.2000,1.1176
388.5500,1.7719,1.0000,0.0000,0.1500,1.3601
324.1500,1.7719,1.0000,0.0000,0.2000,0.8598
399.7500,1.7719,1.0000,0.0000,0.2000,2.3714
324.1500,1.7719,1.0000,0.0000,0.2000,2.0561
321.8000,1.7719,1.0000,0.0000,0.2000,0.2331
324.1500,1.7719,1.0000,0.0000,0.2000,0.3181
336.1000,1.7719,1.0000,0.0000,0.2000,1.8390
322.5500,1.7719,1.0000,0.0000,0.2000,1.1932
386.9000,1.7719,1.0000,0.0000,0.2500,0.5862
324.1500,1.7719,1.0000,0.0000,0.2000,0.2589
372.1500,1.7719,1.0000,0.0000,0.2000,0.0636
317.6000,1.7719,1.0000,0.0000,0.2000,-0.1725
306.9000,1.7719,1.0000,0.0000,0.2000,1.3669
404.3000,1.7719,1.0000,0.0000,0.2000,0.1188
324.1500,1.7719,1.0000,0.0000,0.2000,0.7004
385.3000,1.7719,1.0000,0.0000,0.2000,0.8741
319.7000,1.7719,1.0000,0.0000,0.2000,1.0839
324.1500,1.7719,1.0000,0.0000,0.2000,1.2307
403.8000,1.7719,1.0000,0.0000,0.2000,2.5337
324.1000,1.7719,1.0000,0.0000,0.2000,0.3401
324.1000,1.7719,1.0000,0.0000,0.2000,1.1861
338.8000,1.7719,1.0000,0.0000,0.2000,0.2036
432.2500,1.7719,1.0000,0.0000,0.2000,2.0509
363.9000,1.7719,1.0000,0.0000,0.2000,0.2456
335.1500,1.7719,1.0000,0.0000,0.2000,0.7093
337.1500,1.7719,1.0000,0.0000,0.1500,0.2015
425.9500,1.7719,1.0000,0.0000,0.2000,0.1347
340.7500,1.7719,1.0000,0.0000,0.1500,0.6895
302.6000,1.7719,1.0000,0.0000,0.2000,1.0662
365.4500,1.7719,1.0000,0.0000,0.2000,1.5588
371.5000,1.7719,1.0000,0.0000,0.1500,0.8241
410.8500,1.7719,1.0000,0.0000,0.2000,1.5492
314.0500,1.7719,1.0000,0.0000,0.2000,2.4418
361.1500,1.7719,1.0000,0.0000,0.2000,0.1206
321.0000,1.7719,1.0000,0.0000,0.2000,1.9608
347.7500,1.7719,1.0000,0.0000,0.2000,0.4797
375.8500,1.7719,1.0000,0.0000,0.2000,0.3158
303.6000,1.7719,1.0000,0.0000,0.1500,0.5967
320.9500,1.7719,1.0000,0.0000,0.2000,-0.1211
424.3000,1.7719,1.0000,0.0000,0.1500,1.9378
374.1500,1.7719,1.0000,0.0000,0.2000,3.8789
299.7000,1.7719,1.0000,0.0000,0.2500,-0.0804
325.8500,1.7719,1.0000,0.0000,0.2000,3.0720
422.6000,1.7719,1.0000,0.0000,0.1500,0.3257
309.9000,1.7719,1.0000,0.0000,0.2000,0.9028
317.5500,1.7719,1.0000,0.0000,0.2000,1.4397
