time_interval,rate_in,limit,truck,t_react,automax
351.2000,1.7864,1.0000,0.0000,0.2000,0.6011
319.4000,1.7864,1.0000,0.0000,0.1500,1.8086
350.3000,1.7864,1.0000,0.0000,0.2000,5.8874
324.2000,1.7864,1.0000,0.0000,0.1500,0.4982
318.8500,1.7864,1.0000,0.0000,0.2000,0.7589
325.9000,1.7864,1.0000,0.0000,0.2000,0.2075
393.0000,1.7864,1.0000,0.0000,0.2000,0.5017
327.2500,1.7864,1.0000,0.0000,0.2000,-0.3057
306.7000,1.7864,1.0000,0.0000,0.2000,1.9302
349.3500,1.7864,1.0000,0.0000,0.2000,3.7393
367.3500,1.7864,1.0000,0.0000,0.2500,1.1028
306.5500,1.7864,1.0000,0.0000,0.2000,2.1676
393.0000,1.7864,1.0000,0.0000,0.2000,1.9921
306.7000,1.7864,1.0000,0.0000,0.2000,0.8603
343.9000,1.7864,1.0000,0.0000,0.2000,-0.2056
309.2000,1.7864,1.0000,0.0000,0.2000,1.3651
343.8500,1.7864,1.0000,0.0000,0.2500,0.2893
306.8000,1.7864,1.0000,0.0000,0.2000,4.2121
382.5500,1.7864,1.0000,0.0000,0.2500,0.3582
306.7500,1.7864,1.0000,0.0000,0.2000,0.5438
319.3000,1.7864,1.0000,0.0000,0.2000,1.1077
306.7000,1.7864,1.0000,0.0000,0.2000,0.3757
306.6000,1.7864,1.0000,0.0000,0.2000,0.8160
306.5000,1.7864,1.0000,0.0000,0.2000,0.5205
402.1000,1.7864,1.0000,0.0000,0.2000,-0.2767
412.1500,1.7864,1.0000,0.0000,0.2000,1.3620
338.2500,1.7864,1.0000,0.0000,0.2000,0.4643
341.4000,1.7864,1.0000,0.0000,0.2500,-0.2914
413.6500,1.7864,1.0000,0.0000,0.2000,-0.4783
329.7500,1.7864,1.0000,0.0000,0.2500,0.5789
408.3000,1.7864,1.0000,0.0000,0.2000,0.2755
340.8000,1.7864,1.0000,0.0000,0.2000,1.0071
340.8000,1.7864,1.0000,0.0000,0.2000,0.2053
406.1000,1.7864,1.0000,0.0000,0.2000,2.2560
340.7500,1.7864,1.0000,0.0000,0.2000,2.4172
410.7000,1.7864,1.0000,0.0000,0.2000,1.1468
410.7000,1.7864,1.0000,0.0000,0.2000,-0.5240
340.7000,1.7864,1.0000,0.0000,0.2000,1.3213
339.3000,1.7864,1.0000,0.0000,0.2000,0.5356
409.3500,1.7864,1.0000,0.0000,0.2000,0.6445
400.9000,1.7864,1.0000,0.0000,0.2000,2.5862
336.0500,1.7864,1.0000,0.0000,0.2000,0.3778
330.6000,1.7864,1.0000,0.0000,0.2500,0.6598
409.1000,1.7864,1.0000,0.0000,0.2000,2.2960
345.1500,1.7864,1.0000,0.0000,0.1500,1.2036
408.1000,1.7864,1.0000,0.0000,0.2500,0.6686
407.4500,1.7864,1.0000,0.0000,0.2000,0.7048
337.2000,1.7864,1.0000,0.0000,0.2500,1.8908
337.3000,1.7864,1.0000,0.0000,0.2000,0.4514
348.4000,1.7864,1.0000,0.0000,0.2000,0.4172
404.2000,1.7864,1.0000,0.0000,0.2000,-0.0407
340.3000,1.7864,1.0000,0.0000,0.2000,4.5274
407.1000,1.7864,1.0000,0.0000,0.1500,2.6540
337.2500,1.7864,1.0000,0.0000,0.2000,1.2296
367.4000,1.7864,1.0000,0.0000,0.1500,0.4017
328.2500,1.7864,1.0000,0.0000,0.2000,0.4317
390.9500,1.7864,1.0000,0.0000,0.2000,1.0940
342.4000,1.7864,1.0000,0.0000,0.1500,0.4627
325.0500,1.7864,1.0000,0.0000,0.2000,1.9309
340.9000,1.7864,1.0000,0.0000,0.2000,1.2130
405.3000,1.7864,1.0000,0.0000,0.2000,1.2036
400.8500,1.7864,1.0000,0.0000,0.2000,-0.1204
340.1000,1.7864,1.0000,0.0000,0.2000,0.0131
371.2500,1.7864,1.0000,0.0000,0.2000,0.7848
335.1000,1.7864,1.0000,0.0000,0.2000,1.5024
371.4500,1.7864,1.0000,0.0000,0.2500,2.5585
321.3500,1.7864,1.0000,0.0000,0.2000,1.3985
335.1000,1.7864,1.0000,0.0000,0.2500,-0.3656
387.9000,1.7864,1.0000,0.0000,0.2000,2.0421
385.1500,1.7864,1.0000,0.0000,0.1500,0.0550
335.1500,1.7864,1.0000,0.0000,0.2000,0.2918
388.1500,1.7864,1.0000,0.0000,0.2000,0.6422
333.1000,1.7864,1.0000,0.0000,0.2000,0.4842
335.0500,1.7864,1.0000,0.0000,0.2000,0.8447
393.1000,1.7864,1.0000,0.0000,0.2500,-0.5299
335.0000,1.7864,1.0000,0.0000,0.1500,-0.1286
333.7000,1.7864,1.0000,0.0000,0.2000,0.4500
384.0500,1.7864,1.0000,0.0000,0.2000,0.0906
335.0000,1.7864,1.0000,0.0000,0.2000,6.1832
335.0000,1.7864,1.0000,0.0000,0.2000,0.1284
435.9500,1.7864,1.0000,0.0000,0.2000,-0.7223
334.7500,1.7864,1.0000,0.0000,0.2500,0.4517
334.9000,1.7864,1.0000,0.0000,0.2000,0.6063
395.1000,1.7864,1.0000,0.0000,0.1500,0.5619
350.7500,1.7864,1.0000,0.0000,0.2000,2.6453
318.9500,1.7864,1.0000,0.0000,0.2000,-0.0961
331.0000,1.7864,1.0000,0.0000,0.2000,1.3493
393.4000,1.7864,1.0000,0.0000,0.2500,0.9253
331.5000,1.7864,1.0000,0.0000,0.2000,0.7375
333.2500,1.7864,1.0000,0.0000,0.2000,0.1785
334.3500,1.7864,1.0000,0.0000,0.1500,2.1180
333.3500,1.7864,1.0000,0.0000,0.2000,3.4913
381.6500,1.7864,1.0000,0.0000,0.2000,1.1595
333.4500,1.7864,1.0000,0.0000,0.2000,0.3077
333.5500,1.7864,1.0000,0.0000,0.2000,0.1975
333.7000,1.7864,1.0000,0.0000,0.2000,0.7652
323.8000,1.7864,1.0000,0.0000,0.2000,0.4780
390.0500,1.7864,1.0000,0.0000,0.2000,0.6552
324.7000,1.7864,1.0000,0.0000,0.2000,0.5311
426.2000,1.7864,1.0000,0.0000,0.1500,1.1382
329.9000,1.7864,1.0000,0.0000,0.2000,0.8115
332.3500,1.7864,1.0000,0.0000,0.2000,-0.2520
332.5500,1.7864,1.0000,0.0000,0.2000,1.2377
388.3500,1.7864,1.0000,0.0000,0.3000,0.8572
340.9500,1.7864,1.0000,0.0000,0.2000,0.6156
409.6000,1.7864,1.0000,0.0000,0.1500,0.6400
386.6000,1.7864,1.0000,0.0000,0.2000,0.2337
332.7500,1.7864,1.0000,0.0000,0.2000,1.4317
332.8500,1.7864,1.0000,0.0000,0.2500,1.7750
377.4500,1.7864,1.0000,0.0000,0.2500,0.6442
332.8000,1.7864,1.0000,0.0000,0.1500,0.4990
421.1000,1.7864,1.0000,0.0000,0.2000,0.7122
323.0500,1.7864,1.0000,0.0000,0.2000,0.7501
428.8500,1.7864,1.0000,0.0000,0.2000,1.4680
329.9000,1.7864,1.0000,0.0000,0.2000,0.0344
307.1000,1.7864,1.0000,0.0000,0.2000,0.6797
383.2500,1.7864,1.0000,0.0000,0.2000,0.3523
336.0500,1.7864,1.0000,0.0000,0.2000,1.2928
330.1000,1.7864,1.0000,0.0000,0.2000,0.7696
383.0500,1.7864,1.0000,0.0000,0.2000,0.2788
330.2500,1.7864,1.0000,0.0000,0.2000,2.6239
332.0500,1.7864,1.0000,0.0000,0.2000,0.6624
330.5000,1.7864,1.0000,0.0000,0.2500,2.5375
330.6000,1.7864,1.0000,0.0000,0.2000,-0.1430
333.2000,1.7864,1.0000,0.0000,0.2000,2.4854
381.2000,1.7864,1.0000,0.0000,0.2000,1.7219
370.6000,1.7864,1.0000,0.0000,0.2000,0.0118
344.0000,1.7864,1.0000,0.0000,0.2000,0.6515
330.7500,1.7864,1.0000,0.0000,0.2000,0.2184
329.0000,1.7864,1.0000,1.0000,0.2000,1.0968
330.8500,1.7864,1.0000,0.0000,0.2000,0.5997
331.5500,1.7864,1.0000,0.0000,0.2000,0.4354
329.0000,1.7864,1.0000,0.0000,0.2000,1.6303
328.6500,1.7864,1.0000,0.0000,0.2000,1.7315
304.4000,1.7864,1.0000,0.0000,0.2000,0.2694
329.0000,1.7864,1.0000,0.0000,0.2000,1.1374
311.3000,1.7864,1.0000,0.0000,0.2000,0.2562
415.8500,1.7864,1.0000,0.0000,0.2000,0.3002
328.8500,1.7864,1.0000,0.0000,0.2000,0.7881
328.9000,1.7864,1.0000,0.0000,0.2000,1.2297
324.0500,1.7864,1.0000,0.0000,0.2000,0.9582
406.8500,1.7864,1.0000,0.0000,0.2000,0.3614
329.0000,1.7864,1.0000,0.0000,0.2000,0.4589
344.5000,1.7864,1.0000,0.0000,0.2000,1.1731
413.8500,1.7864,1.0000,0.0000,0.2500,1.0291
372.0500,1.7864,1.0000,0.0000,0.2000,-0.4294
403.3000,1.7864,1.0000,0.0000,0.1500,1.0164
360.8500,1.7864,1.0000,0.0000,0.2000,-0.1683
325.2000,1.7864,1.0000,0.0000,0.2000,0.8105
397.3000,1.7864,1.0000,0.0000,0.2000,1.5650
