time_interval,rate_in,limit,truck,t_react,automax
287.6500,1.3147,1.0000,0.0000,0.2000,3.8590
278.7500,1.3147,1.0000,0.0000,0.2000,0.7914
303.2000,1.3147,1.0000,0.0000,0.2000,4.3680
280.3500,1.3147,1.0000,0.0000,0.2000,-0.0715
291.1000,1.3147,1.0000,0.0000,0.2000,1.7230
281.9000,1.3147,1.0000,0.0000,0.2000,0.0705
288.2000,1.3147,1.0000,0.0000,0.2000,2.8916
277.0000,1.3147,1.0000,0.0000,0.2000,0.3708
333.1500,1.3147,1.0000,0.0000,0.2000,0.8314
289.1000,1.3147,1.0000,0.0000,0.2000,0.5172
290.9500,1.3147,1.0000,0.0000,0.2000,0.5818
337.4000,1.3147,1.0000,0.0000,0.2500,1.0435
291.5000,1.3147,1.0000,0.0000,0.3000,-0.2005
280.2000,1.3147,1.0000,0.0000,0.2000,0.0768
274.1500,1.3147,1.0000,0.0000,0.2000,1.2103
277.5500,1.3147,1.0000,0.0000,0.2000,2.7297
350.4500,1.3147,1.0000,1.0000,0.2000,0.7077
289.2000,1.3147,1.0000,0.0000,0.2500,0.5423
290.4000,1.3147,1.0000,0.0000,0.2000,0.8020
298.5500,1.3147,1.0000,0.0000,0.2000,0.7743
288.2000,1.3147,1.0000,0.0000,0.2000,0.6804
280.3500,1.3147,1.0000,0.0000,0.2000,-0.0839
298.5500,1.3147,1.0000,0.0000,0.2000,0.6455
277.5500,1.3147,1.0000,0.0000,0.2000,0.9015
280.0500,1.3147,1.0000,0.0000,0.2000,1.2484
281.1000,1.3147,1.0000,0.0000,0.1500,-0.1851
288.3500,1.3147,1.0000,0.0000,0.2000,1.2495
286.0000,1.3147,1.0000,0.0000,0.1500,0.4965
280.1500,1.3147,1.0000,0.0000,0.2000,2.1489
272.2500,1.3147,1.0000,0.0000,0.2000,2.3205
285.5500,1.3147,1.0000,0.0000,0.2000,1.4976
328.2000,1.3147,1.0000,0.0000,0.2000,0.6559
282.0000,1.3147,1.0000,0.0000,0.2000,1.5301
329.8500,1.3147,1.0000,0.0000,0.2000,1.4903
285.0000,1.3147,1.0000,0.0000,0.2000,-0.1584
320.2500,1.3147,1.0000,0.0000,0.2000,0.9256
286.2000,1.3147,1.0000,0.0000,0.2000,0.2934
283.4500,1.3147,1.0000,0.0000,0.2000,0.6737
323.3000,1.3147,1.0000,0.0000,0.2500,-0.4288
324.8500,1.3147,1.0000,0.0000,0.2000,0.6371
276.8000,1.3147,1.0000,0.0000,0.2500,-0.1449
276.7500,1.3147,1.0000,0.0000,0.2000,1.2289
325.5500,1.3147,1.0000,0.0000,0.2000,0.4871
270.8000,1.3147,1.0000,0.0000,0.2000,0.6745
294.4500,1.3147,1.0000,0.0000,0.2000,0.2686
329.2500,1.3147,1.0000,0.0000,0.2000,1.2272
278.8000,1.3147,1.0000,0.0000,0.1500,0.4383
323.1000,1.3147,1.0000,0.0000,0.2000,2.0416
278.5000,1.3147,1.0000,0.0000,0.2000,1.2112
337.7500,1.3147,1.0000,0.0000,0.2000,0.2487
282.7500,1.3147,1.0000,0.0000,0.2500,-0.2484
278.1500,1.3147,1.0000,0.0000,0.2000,0.5196
277.1000,1.3147,1.0000,0.0000,0.2000,1.6941
324.8500,1.3147,1.0000,0.0000,0.2000,1.1071
270.7500,1.3147,1.0000,0.0000,0.2000,1.2979
280.6500,1.3147,1.0000,0.0000,0.2500,0.8224
329.7000,1.3147,1.0000,0.0000,0.2500,1.6397
314.1000,1.3147,1.0000,0.0000,0.2000,0.3347
273.1000,1.3147,1.0000,0.0000,0.2500,0.7535
282.1500,1.3147,1.0000,0.0000,0.2500,3.4380
278.4000,1.3147,1.0000,0.0000,0.2000,0.4647
283.6000,1.3147,1.0000,0.0000,0.1500,-0.4731
275.9500,1.3147,1.0000,0.0000,0.2000,5.3125
279.9000,1.3147,1.0000,0.0000,0.2000,0.4777
290.4000,1.3147,1.0000,0.0000,0.2000,0.1877
275.1500,1.3147,1.0000,0.0000,0.2000,0.4889
281.1000,1.3147,1.0000,0.0000,0.2000,0.3175
326.9000,1.3147,1.0000,0.0000,0.2000,0.7694
327.0000,1.3147,1.0000,0.0000,0.2000,0.2069
292.6000,1.3147,1.0000,0.0000,0.2000,0.8459
273.7500,1.3147,1.0000,0.0000,0.2500,2.6106
280.1500,1.3147,1.0000,0.0000,0.2000,0.2348
313.1500,1.3147,1.0000,0.0000,0.2500,-0.4099
275.1000,1.3147,1.0000,0.0000,0.2000,0.9602
278.7500,1.3147,1.0000,0.0000,0.2500,0.2929
323.8500,1.3147,1.0000,0.0000,0.1500,0.6411
311.3500,1.3147,1.0000,0.0000,0.2000,0.6196
278.4000,1.3147,1.0000,0.0000,0.2000,0.7349
277.5500,1.3147,1.0000,0.0000,0.2500,0.9549
295.0500,1.3147,1.0000,0.0000,0.2000,2.8812
339.4500,1.3147,1.0000,1.0000,0.2000,2.7020
311.7500,1.3147,1.0000,0.0000,0.2000,-0.0243
280.0000,1.3147,1.0000,0.0000,0.2500,-0.3853
305.7500,1.3147,1.0000,0.0000,0.2000,0.5294
318.8000,1.3147,1.0000,0.0000,0.2000,0.6840
295.0000,1.3147,1.0000,0.0000,0.2000,0.0262
312.9000,1.3147,1.0000,0.0000,0.2000,0.8859
280.1000,1.3147,1.0000,1.0000,0.1500,1.7669
274.8500,1.3147,1.0000,0.0000,0.2000,1.1181
307.8000,1.3147,1.0000,0.0000,0.2000,0.1056
307.4500,1.3147,1.0000,0.0000,0.2000,1.2801
316.9000,1.3147,1.0000,0.0000,0.2000,0.8275
307.3000,1.3147,1.0000,0.0000,0.2000,0.5247
324.1000,1.3147,1.0000,0.0000,0.2000,1.2531
281.8500,1.3147,1.0000,0.0000,0.2000,0.2864
283.5000,1.3147,1.0000,0.0000,0.2000,-0.1578
283.5000,1.3147,1.0000,0.0000,0.2000,0.1540
331.3500,1.3147,1.0000,0.0000,0.2000,1.2885
283.6000,1.3147,1.0000,0.0000,0.2500,0.5670
322.1000,1.3147,1.0000,0.0000,0.2000,1.1087
302.1000,1.3147,1.0000,0.0000,0.2500,0.8221
290.3500,1.3147,1.0000,0.0000,0.2500,0.7677
280.4000,1.3147,1.0000,0.0000,0.2000,0.6196
311.7000,1.3147,1.0000,0.0000,0.2000,0.6197
306.3500,1.3147,1.0000,0.0000,0.2000,-0.8645
282.3500,1.3147,1.0000,0.0000,0.2000,0.1682
297.6000,1.3147,1.0000,0.0000,0.2000,0.5209
302.3500,1.3147,1.0000,0.0000,0.2000,0.2577
282.5000,1.3147,1.0000,0.0000,0.2000,0.2423
324.8500,1.3147,1.0000,0.0000,0.2000,0.5124
282.6000,1.3147,1.0000,0.0000,0.2000,0.8724
300.5500,1.3147,1.0000,0.0000,0.2000,0.4209
321.8000,1.3147,1.0000,0.0000,0.2000,-0.2796
282.7000,1.3147,1.0000,0.0000,0.2000,6.8141
303.1000,1.3147,1.0000,0.0000,0.2000,0.9429
321.5000,1.3147,1.0000,0.0000,0.2000,0.3544
282.7500,1.3147,1.0000,0.0000,0.2000,2.0139
297.4500,1.3147,1.0000,0.0000,0.2000,0.5267
291.4000,1.3147,1.0000,0.0000,0.2000,1.6760
282.7000,1.3147,1.0000,0.0000,0.2000,0.8185
322.2000,1.3147,1.0000,0.0000,0.2000,3.1847
282.6000,1.3147,1.0000,0.0000,0.2000,1.3720
289.4000,1.3147,1.0000,0.0000,0.1500,0.7855
316.9000,1.3147,1.0000,0.0000,0.2000,0.7822
282.5500,1.3147,1.0000,0.0000,0.3000,1.2360
319.8000,1.3147,1.0000,0.0000,0.2000,1.5800
287.8500,1.3147,1.0000,0.0000,0.2500,0.5721
292.7500,1.3147,1.0000,0.0000,0.2000,0.7846
314.0000,1.3147,1.0000,0.0000,0.2500,0.2227
291.3500,1.3147,1.0000,0.0000,0.2000,0.1324
296.3500,1.3147,1.0000,0.0000,0.2000,1.5134
296.1000,1.3147,1.0000,0.0000,0.2000,0.6248
291.0500,1.3147,1.0000,0.0000,0.2000,1.0333
285.7500,1.3147,1.0000,0.0000,0.2000,0.5141
