time_interval,rate_in,limit,truck,t_react,automax
272.8000,0.9713,1.0000,0.0000,0.2000,-0.0347
259.9000,0.9713,1.0000,0.0000,0.1500,1.2315
276.4000,0.9713,1.0000,0.0000,0.2000,1.0029
280.2000,0.9713,1.0000,0.0000,0.2000,0.2235
276.4500,0.9713,1.0000,0.0000,0.2000,3.6503
267.9000,0.9713,1.0000,0.0000,0.1500,0.9238
280.3000,0.9713,1.0000,0.0000,0.2500,0.4320
275.8500,0.9713,1.0000,0.0000,0.2000,1.9065
264.1500,0.9713,1.0000,0.0000,0.2000,1.0998
284.3000,0.9713,1.0000,0.0000,0.2000,-0.5182
277.7000,0.9713,1.0000,0.0000,0.2000,-0.1580
264.0500,0.9713,1.0000,0.0000,0.2000,2.1169
271.5000,0.9713,1.0000,0.0000,0.2000,0.2740
266.9500,0.9713,1.0000,0.0000,0.2000,0.4338
276.0000,0.9713,1.0000,0.0000,0.2000,0.1474
272.8000,0.9713,1.0000,0.0000,0.2000,0.6290
279.1000,0.9713,1.0000,0.0000,0.2000,-0.2086
269.2500,0.9713,1.0000,0.0000,0.2000,0.6774
275.5000,0.9713,1.0000,0.0000,0.2500,0.8249
263.5000,0.9713,1.0000,0.0000,0.2000,2.3840
272.6000,0.9713,1.0000,0.0000,0.2000,1.8984
266.9000,0.9713,1.0000,0.0000,0.2000,0.7752
269.8000,0.9713,1.0000,0.0000,0.2000,0.4493
256.0000,0.9713,1.0000,0.0000,0.2000,4.9255
268.9000,0.9713,1.0000,0.0000,0.2000,4.0770
264.8000,0.9713,1.0000,0.0000,0.2000,0.8973
271.4000,0.9713,1.0000,0.0000,0.2500,-0.0056
278.9500,0.9713,1.0000,0.0000,0.2000,-0.0290
269.1500,0.9713,1.0000,0.0000,0.2000,0.0896
270.3500,0.9713,1.0000,0.0000,0.2000,0.3031
275.7500,0.9713,1.0000,0.0000,0.2000,4.0226
270.2000,0.9713,1.0000,0.0000,0.2000,1.0702
266.5000,0.9713,1.0000,0.0000,0.2000,0.8694
276.1500,0.9713,1.0000,0.0000,0.2000,1.7051
276.4000,0.9713,1.0000,0.0000,0.2000,0.2023
265.1000,0.9713,1.0000,0.0000,0.2000,1.2828
284.3000,0.9713,1.0000,0.0000,0.2000,3.5970
266.4500,0.9713,1.0000,0.0000,0.2000,3.4928
275.8500,0.9713,1.0000,0.0000,0.1500,0.8369
263.2500,0.9713,1.0000,0.0000,0.2000,2.1125
263.0500,0.9713,1.0000,0.0000,0.2000,1.4085
272.4500,0.9713,1.0000,0.0000,0.2000,1.2844
258.3000,0.9713,1.0000,0.0000,0.1500,5.7398
272.4500,0.9713,1.0000,0.0000,0.2000,1.6107
281.1000,0.9713,1.0000,0.0000,0.2000,-0.2954
269.9500,0.9713,1.0000,0.0000,0.2000,1.3118
260.1500,0.9713,1.0000,0.0000,0.2000,2.0448
265.5000,0.9713,1.0000,0.0000,0.2000,2.1427
268.3000,0.9713,1.0000,0.0000,0.2000,1.5351
259.1000,0.9713,1.0000,0.0000,0.2000,1.8424
266.8500,0.9713,1.0000,0.0000,0.2000,2.1095
259.0500,0.9713,1.0000,0.0000,0.1500,2.3254
259.1000,0.9713,1.0000,0.0000,0.2000,4.3920
267.6000,0.9713,1.0000,0.0000,0.2000,0.3931
273.5500,0.9713,1.0000,0.0000,0.2000,-0.1473
263.2500,0.9713,1.0000,0.0000,0.3000,1.6985
273.8500,0.9713,1.0000,0.0000,0.2000,0.7264
271.0000,0.9713,1.0000,0.0000,0.2000,0.3528
293.2000,0.9713,1.0000,1.0000,0.1500,0.8714
261.4500,0.9713,1.0000,0.0000,0.1500,1.8041
263.9500,0.9713,1.0000,0.0000,0.2000,1.1818
270.0000,0.9713,1.0000,0.0000,0.2000,2.3874
272.9500,0.9713,1.0000,0.0000,0.2000,-0.1688
261.8000,0.9713,1.0000,0.0000,0.2500,1.1461
257.7000,0.9713,1.0000,0.0000,0.2500,2.9896
254.2500,0.9713,1.0000,0.0000,0.2500,3.2585
275.2000,0.9713,1.0000,0.0000,0.2000,0.1252
271.0000,0.9713,1.0000,0.0000,0.2000,0.6926
253.3500,0.9713,1.0000,0.0000,0.2000,3.3743
264.6000,0.9713,1.0000,0.0000,0.2500,0.7367
268.0500,0.9713,1.0000,0.0000,0.2000,3.3219
273.7000,0.9713,1.0000,0.0000,0.2500,-0.1901
274.8500,0.9713,1.0000,0.0000,0.2000,5.0586
281.9000,0.9713,1.0000,0.0000,0.2000,-0.5432
275.3500,0.9713,1.0000,0.0000,0.2000,0.1909
251.1000,0.9713,1.0000,0.0000,0.2000,2.8111
275.4500,0.9713,1.0000,0.0000,0.2000,0.5125
265.4500,0.9713,1.0000,0.0000,0.2500,1.3202
272.5500,0.9713,1.0000,0.0000,0.2000,-0.1428
250.0000,0.9713,1.0000,0.0000,0.1500,3.0916
277.8000,0.9713,1.0000,0.0000,0.2000,-0.2839
313.4500,0.9713,1.0000,1.0000,0.1500,2.2842
275.1500,0.9713,1.0000,0.0000,0.2500,2.3693
271.7500,0.9713,1.0000,0.0000,0.2000,0.2202
275.9500,0.9713,1.0000,0.0000,0.2000,-0.3677
269.0500,0.9713,1.0000,0.0000,0.2000,0.3579
275.9000,0.9713,1.0000,0.0000,0.2500,0.4309
275.8500,0.9713,1.0000,0.0000,0.2000,0.1316
275.9000,0.9713,1.0000,0.0000,0.2000,0.1227
266.9500,0.9713,1.0000,0.0000,0.2000,1.2079
272.7000,0.9713,1.0000,0.0000,0.2000,0.4769
271.3500,0.9713,1.0000,0.0000,0.2500,1.7662
301.6500,0.9713,1.0000,0.0000,0.3000,0.4079
292.6500,0.9713,1.0000,1.0000,0.2000,2.9427
270.4500,0.9713,1.0000,0.0000,0.2000,1.6234
268.9500,0.9713,1.0000,0.0000,0.2000,0.2922
264.7000,0.9713,1.0000,0.0000,0.2000,1.8444
268.7500,0.9713,1.0000,0.0000,0.2000,0.3456
303.6500,0.9713,1.0000,0.0000,0.2500,-0.0297
266.2000,0.9713,1.0000,0.0000,0.2500,1.3081
303.5000,0.9713,1.0000,0.0000,0.2000,1.6407
263.8000,0.9713,1.0000,0.0000,0.1500,4.4177
301.7000,0.9713,1.0000,0.0000,0.2000,-0.2389
265.8000,0.9713,1.0000,0.0000,0.2500,0.6514
297.8000,0.9713,1.0000,0.0000,0.2000,0.3299
266.9000,0.9713,1.0000,0.0000,0.2000,0.3381
299.2500,0.9713,1.0000,0.0000,0.2500,0.4969
264.7500,0.9713,1.0000,0.0000,0.2500,0.7219
270.8000,0.9713,1.0000,0.0000,0.2000,0.4268
297.8500,0.9713,1.0000,0.0000,0.2000,0.2215
264.2500,0.9713,1.0000,0.0000,0.2000,0.9770
265.2000,0.9713,1.0000,0.0000,0.1500,0.6754
295.9000,0.9713,1.0000,0.0000,0.2000,1.1279
279.8500,0.9713,1.0000,0.0000,0.2500,-0.0460
292.9500,0.9713,1.0000,0.0000,0.2000,0.9664
264.3000,0.9713,1.0000,0.0000,0.2500,0.8790
265.7000,0.9713,1.0000,0.0000,0.1500,0.5506
264.9000,0.9713,1.0000,0.0000,0.2000,0.6385
292.7000,0.9713,1.0000,0.0000,0.2000,0.6205
274.0000,0.9713,1.0000,0.0000,0.2000,0.0088
270.6000,0.9713,1.0000,0.0000,0.2500,-0.0083
292.2500,0.9713,1.0000,0.0000,0.2000,0.1751
272.3500,0.9713,1.0000,0.0000,0.2000,2.0539
287.4500,0.9713,1.0000,0.0000,0.2000,1.9333
273.9500,0.9713,1.0000,0.0000,0.2000,0.6912
267.2000,0.9713,1.0000,0.0000,0.2000,0.7711
280.3500,0.9713,1.0000,0.0000,0.2500,-0.1119
273.4000,0.9713,1.0000,0.0000,0.2000,1.3754
289.1000,0.9713,1.0000,0.0000,0.2000,0.8324
286.9000,0.9713,1.0000,0.0000,0.2000,1.7754
285.1500,0.9713,1.0000,0.0000,0.1500,0.6060
273.6000,0.9713,1.0000,0.0000,0.2000,0.2929
277.0000,0.9713,1.0000,0.0000,0.2000,1.9439
283.1500,0.9713,1.0000,0.0000,0.2000,0.2998
280.3000,0.9713,1.0000,1.0000,0.2000,2.4511
276.6000,0.9713,1.0000,0.0000,0.2000,0.1999
271.8500,0.9713,1.0000,0.0000,0.2000,0.9015
280.2000,0.9713,1.0000,0.0000,0.2000,2.5157
275.3500,0.9713,1.0000,0.0000,0.2000,0.1112
279.7500,0.9713,1.0000,0.0000,0.2500,1.1239
280.7000,0.9713,1.0000,0.0000,0.2000,0.3371
274.2000,0.9713,1.0000,0.0000,0.2000,0.1224
274.0000,0.9713,1.0000,0.0000,0.2000,2.2920
277.1000,0.9713,1.0000,0.0000,0.2000,1.0759
281.4000,0.9713,1.0000,0.0000,0.2000,0.2388
277.1500,0.9713,1.0000,0.0000,0.2000,1.6269
281.7500,0.9713,1.0000,0.0000,0.2000,2.4651
278.1500,0.9713,1.0000,0.0000,0.2000,0.0499
280.3500,0.9713,1.0000,0.0000,0.2000,-0.1383
282.1500,0.9713,1.0000,0.0000,0.2000,0.5718
279.9500,0.9713,1.0000,0.0000,0.2500,0.2933
281.1500,0.9713,1.0000,0.0000,0.2000,-0.0132
283.0500,0.9713,1.0000,0.0000,0.2000,0.3338
280.3500,0.9713,1.0000,0.0000,0.2000,0.6855
267.1000,0.9713,1.0000,0.0000,0.2500,0.7125
276.7500,0.9713,1.0000,0.0000,0.2500,2.5254
280.8500,0.9713,1.0000,0.0000,0.2000,0.0710
271.9000,0.9713,1.0000,0.0000,0.2000,2.6210
276.3500,0.9713,1.0000,0.0000,0.2000,0.1799
269.9000,0.9713,1.0000,0.0000,0.2000,1.5540
279.8500,0.9713,1.0000,0.0000,0.2000,-0.2771
326.9000,0.9713,1.0000,1.0000,0.2000,1.9975
