time_interval,rate_in,limit,truck,t_react,automax
243.5000,1.1104,0.0000,0.0000,0.2000,0.9381
240.0000,1.1104,0.0000,0.0000,0.2000,1.4718
260.2000,1.1104,0.0000,0.0000,0.2000,-0.5806
247.3500,1.1104,0.0000,0.0000,0.2000,-0.8554
238.3000,1.1104,0.0000,0.0000,0.2000,0.2783
250.0000,1.1104,0.0000,0.0000,0.2000,2.0283
239.5000,1.1104,0.0000,0.0000,0.2000,1.7216
237.9000,1.1104,0.0000,0.0000,0.2000,0.8587
257.1000,1.1104,0.0000,0.0000,0.2000,0.1781
252.5000,1.1104,0.0000,0.0000,0.2000,-0.6421
238.6500,1.1104,0.0000,0.0000,0.2000,0.7922
256.3000,1.1104,0.0000,0.0000,0.2000,0.4222
249.2500,1.1104,0.0000,0.0000,0.2000,1.1256
243.0000,1.1104,0.0000,0.0000,0.2000,0.6776
255.5000,1.1104,0.0000,0.0000,0.2000,0.9050
244.4500,1.1104,0.0000,0.0000,0.2000,0.1713
230.8500,1.1104,0.0000,0.0000,0.2000,1.6337
254.2500,1.1104,0.0000,0.0000,0.2000,0.1043
246.9000,1.1104,0.0000,0.0000,0.2000,1.1798
235.3000,1.1104,0.0000,0.0000,0.2000,1.6213
253.8500,1.1104,0.0000,0.0000,0.2000,0.9241
246.0000,1.1104,0.0000,0.0000,0.1500,-0.1538
253.6000,1.1104,0.0000,0.0000,0.2500,0.3906
253.5500,1.1104,0.0000,0.0000,0.2000,1.3970
246.7000,1.1104,0.0000,0.0000,0.2000,0.5293
243.5500,1.1104,0.0000,0.0000,0.2000,0.4727
253.5000,1.1104,0.0000,0.0000,0.2500,1.1548
245.7000,1.1104,0.0000,0.0000,0.2000,0.7010
260.0500,1.1104,0.0000,0.0000,0.2000,3.4448
252.7000,1.1104,0.0000,0.0000,0.2500,0.5236
244.7000,1.1104,0.0000,0.0000,0.2000,0.4326
252.4500,1.1104,0.0000,0.0000,0.2000,0.2610
252.4000,1.1104,0.0000,0.0000,0.2500,1.0803
243.7000,1.1104,0.0000,0.0000,0.2000,0.5102
257.7000,1.1104,0.0000,0.0000,0.2000,2.7585
252.1500,1.1104,0.0000,0.0000,0.2000,0.4267
242.7000,1.1104,0.0000,0.0000,0.2000,2.7692
257.8500,1.1104,0.0000,0.0000,0.2000,3.7458
251.5000,1.1104,0.0000,0.0000,0.2000,0.1754
254.7000,1.1104,0.0000,0.0000,0.1500,1.8474
242.3000,1.1104,0.0000,0.0000,0.2000,3.2689
240.1500,1.1104,0.0000,0.0000,0.2500,1.9283
239.7500,1.1104,0.0000,0.0000,0.2000,1.1985
241.9000,1.1104,0.0000,0.0000,0.1500,0.3960
254.1000,1.1104,0.0000,0.0000,0.2000,0.2976
256.9000,1.1104,0.0000,0.0000,0.2000,0.9606
253.1000,1.1104,0.0000,0.0000,0.2000,0.4466
247.6500,1.1104,0.0000,0.0000,0.1500,0.0672
274.8500,1.1104,0.0000,0.0000,0.2000,2.8702
249.7000,1.1104,0.0000,0.0000,0.2000,0.8482
250.7000,1.1104,0.0000,0.0000,0.2000,0.4324
251.9000,1.1104,0.0000,0.0000,0.2500,2.3498
250.4000,1.1104,0.0000,0.0000,0.2000,0.2105
253.0500,1.1104,0.0000,0.0000,0.2000,0.4979
250.2500,1.1104,0.0000,0.0000,0.2000,2.2711
253.8500,1.1104,0.0000,0.0000,0.2000,0.0695
