time_interval,rate_in,limit,truck,t_react,automax
277.1000,1.7798,0.0000,0.0000,0.2000,2.1653
277.1500,1.7798,0.0000,0.0000,0.2000,0.0165
277.2500,1.7798,0.0000,0.0000,0.2000,0.6484
277.3000,1.7798,0.0000,0.0000,0.2000,0.7731
277.4000,1.7798,0.0000,0.0000,0.2500,0.2027
277.8500,1.7798,0.0000,1.0000,0.2000,2.8465
458.9000,1.7798,0.0000,0.0000,0.2000,0.8864
278.0000,1.7798,0.0000,0.0000,0.2500,0.4240
361.6500,1.7798,0.0000,0.0000,0.2000,2.0161
278.1500,1.7798,0.0000,0.0000,0.2000,0.9693
278.3500,1.7798,0.0000,0.0000,0.2000,4.2213
336.0000,1.7798,0.0000,0.0000,0.2000,1.5880
395.6000,1.7798,0.0000,0.0000,0.2000,1.0871
278.5500,1.7798,0.0000,0.0000,0.2000,1.7002
278.6500,1.7798,0.0000,0.0000,0.2000,2.3200
318.6000,1.7798,0.0000,0.0000,0.2500,0.5156
397.8000,1.7798,0.0000,0.0000,0.2000,0.7011
318.8000,1.7798,0.0000,0.0000,0.1500,0.3740
428.7500,1.7798,0.0000,0.0000,0.2000,1.9573
433.8500,1.7798,0.0000,0.0000,0.2000,1.8798
278.8500,1.7798,0.0000,0.0000,0.2000,2.7917
279.0000,1.7798,0.0000,0.0000,0.2000,1.8143
433.4000,1.7798,0.0000,0.0000,0.2000,1.1160
478.9500,1.7798,0.0000,0.0000,0.2000,0.1071
478.4500,1.7798,0.0000,0.0000,0.2000,0.8902
466.6500,1.7798,0.0000,0.0000,0.2500,0.6615
431.7000,1.7798,0.0000,0.0000,0.2000,-0.3196
430.7500,1.7798,0.0000,0.0000,0.2000,0.5376
437.5000,1.7798,0.0000,0.0000,0.1500,0.8292
484.2500,1.7798,0.0000,0.0000,0.2000,0.7826
438.2000,1.7798,0.0000,0.0000,0.2000,0.9272
428.8500,1.7798,0.0000,0.0000,0.2000,1.6042
484.3500,1.7798,0.0000,0.0000,0.2000,1.0120
441.4000,1.7798,0.0000,0.0000,0.2000,0.9378
485.5000,1.7798,0.0000,0.0000,0.2000,-0.3654
429.2500,1.7798,0.0000,0.0000,0.2000,1.5730
428.7000,1.7798,0.0000,0.0000,0.2000,0.5976
497.5000,1.7798,0.0000,0.0000,0.2000,0.1624
441.2000,1.7798,0.0000,0.0000,0.2000,0.4452
452.8500,1.7798,0.0000,0.0000,0.1500,3.1428
512.1000,1.7798,0.0000,0.0000,0.2000,-0.3518
429.2500,1.7798,0.0000,0.0000,0.2000,1.3579
496.7000,1.7798,0.0000,0.0000,0.1500,0.4014
439.7000,1.7798,0.0000,0.0000,0.2000,1.2356
277.0000,1.7798,0.0000,0.0000,0.2000,0.7936
273.7000,1.7798,0.0000,0.0000,0.2000,-0.0713
456.8000,1.7798,0.0000,0.0000,0.1500,0.1952
273.8500,1.7798,0.0000,0.0000,0.2000,0.2828
277.0500,1.7798,0.0000,0.0000,0.2000,0.4789
493.0000,1.7798,0.0000,0.0000,0.2000,1.7234
277.0000,1.7798,0.0000,0.0000,0.2000,2.0619
299.5500,1.7798,0.0000,0.0000,0.1500,1.5660
276.9000,1.7798,0.0000,0.0000,0.2000,0.6638
299.5500,1.7798,0.0000,0.0000,0.2000,0.9056
274.0000,1.7798,0.0000,0.0000,0.2000,-0.2079
299.8000,1.7798,0.0000,0.0000,0.2000,0.6831
300.2500,1.7798,0.0000,0.0000,0.2000,-0.4007
270.0000,1.7798,0.0000,0.0000,0.1500,0.7422
494.8500,1.7798,0.0000,0.0000,0.2000,0.8308
275.0500,1.7798,0.0000,0.0000,0.2000,0.3483
274.2000,1.7798,0.0000,0.0000,0.2500,0.9969
274.8000,1.7798,0.0000,0.0000,0.2000,1.1538
301.1500,1.7798,0.0000,0.0000,0.2500,0.1460
274.5000,1.7798,0.0000,0.0000,0.2000,0.5105
274.4000,1.7798,0.0000,1.0000,0.2000,0.1186
300.7000,1.7798,0.0000,0.0000,0.2500,0.5956
274.2000,1.7798,0.0000,0.0000,0.2000,2.2028
274.5500,1.7798,0.0000,0.0000,0.2000,0.7076
273.7000,1.7798,0.0000,0.0000,0.2000,-0.0442
305.5500,1.7798,0.0000,0.0000,0.2000,0.0233
274.6500,1.7798,0.0000,0.0000,0.2000,2.3620
330.0500,1.7798,0.0000,0.0000,0.2000,1.0456
270.9000,1.7798,0.0000,0.0000,0.2000,1.0421
495.1000,1.7798,0.0000,0.0000,0.2000,1.2805
326.0000,1.7798,0.0000,0.0000,0.2000,0.1771
273.4500,1.7798,0.0000,0.0000,0.1500,1.0541
510.8000,1.7798,0.0000,0.0000,0.2000,-0.1217
493.6500,1.7798,0.0000,0.0000,0.1500,2.6386
494.7500,1.7798,0.0000,0.0000,0.2000,0.7254
274.2000,1.7798,0.0000,1.0000,0.2000,0.4328
327.2000,1.7798,0.0000,0.0000,0.2000,0.8208
304.7000,1.7798,0.0000,0.0000,0.2000,0.8827
274.4000,1.7798,0.0000,0.0000,0.2000,-0.4161
495.6000,1.7798,0.0000,0.0000,0.2000,0.2541
274.6000,1.7798,0.0000,0.0000,0.1500,-0.1744
274.8500,1.7798,0.0000,0.0000,0.2000,2.8545
321.8000,1.7798,0.0000,0.0000,0.2000,-0.3215
511.2000,1.7798,0.0000,0.0000,0.2000,3.4298
323.2500,1.7798,0.0000,0.0000,0.2000,3.2002
493.3500,1.7798,0.0000,0.0000,0.2500,4.7699
275.2000,1.7798,0.0000,0.0000,0.2500,1.3749
353.7500,1.7798,0.0000,0.0000,0.2000,0.1817
275.5000,1.7798,0.0000,0.0000,0.2000,-0.0917
322.6000,1.7798,0.0000,0.0000,0.2000,-0.0326
