time_interval,rate_in,limit,truck,t_react,automax
316.0000,1.5086,0.0000,0.0000,0.2000,1.4398
317.4000,1.5086,0.0000,0.0000,0.2500,1.2719
318.2000,1.5086,0.0000,0.0000,0.1500,-0.0350
255.7000,1.5086,0.0000,0.0000,0.2000,0.7229
317.2000,1.5086,0.0000,0.0000,0.1500,0.8993
255.6500,1.5086,0.0000,0.0000,0.2000,3.3096
285.2000,1.5086,0.0000,0.0000,0.2000,0.2616
303.5500,1.5086,0.0000,0.0000,0.2000,1.3681
305.7500,1.5086,0.0000,0.0000,0.2000,1.4703
255.6500,1.5086,0.0000,0.0000,0.1500,0.8326
253.3000,1.5086,0.0000,0.0000,0.2000,-0.0548
327.2000,1.5086,0.0000,0.0000,0.2500,0.1224
252.7000,1.5086,0.0000,0.0000,0.2000,1.0587
252.3500,1.5086,0.0000,1.0000,0.2000,8.5440
305.0000,1.5086,0.0000,0.0000,0.2000,1.2391
256.6000,1.5086,0.0000,0.0000,0.1500,3.1558
323.1500,1.5086,0.0000,0.0000,0.2000,0.3504
265.3500,1.5086,0.0000,0.0000,0.2500,1.2216
315.2000,1.5086,0.0000,0.0000,0.2000,-0.2233
306.1000,1.5086,0.0000,0.0000,0.2000,2.5445
256.6500,1.5086,0.0000,0.0000,0.2000,0.4479
265.6000,1.5086,0.0000,0.0000,0.2000,0.8680
325.0000,1.5086,0.0000,0.0000,0.2000,0.1596
340.9000,1.5086,0.0000,0.0000,0.1500,0.6259
265.8000,1.5086,0.0000,0.0000,0.2000,1.8928
324.0000,1.5086,0.0000,0.0000,0.2000,0.9229
309.9000,1.5086,0.0000,0.0000,0.2000,0.7095
266.0500,1.5086,0.0000,0.0000,0.2500,1.1947
266.2000,1.5086,0.0000,0.0000,0.2000,2.6037
266.4000,1.5086,0.0000,0.0000,0.2500,0.6375
304.8500,1.5086,0.0000,0.0000,0.2000,0.4606
266.6500,1.5086,0.0000,0.0000,0.2000,1.1082
302.6000,1.5086,0.0000,0.0000,0.2000,2.3205
266.8500,1.5086,0.0000,0.0000,0.1500,0.3631
301.9000,1.5086,0.0000,0.0000,0.2000,1.4999
267.0500,1.5086,0.0000,0.0000,0.2000,0.8292
301.0500,1.5086,0.0000,0.0000,0.2500,1.5667
