time_interval,rate_in,limit,truck,t_react,automax
250.8000,1.1751,0.0000,0.0000,0.2000,2.0477
252.1500,1.1751,0.0000,0.0000,0.1500,1.0687
252.7000,1.1751,0.0000,0.0000,0.2000,0.8580
252.1000,1.1751,0.0000,0.0000,0.2000,0.6223
243.5000,1.1751,0.0000,0.0000,0.2500,1.9752
251.6500,1.1751,0.0000,0.0000,0.1500,0.3304
254.5000,1.1751,0.0000,0.0000,0.2000,0.3168
256.9500,1.1751,0.0000,0.0000,0.1500,0.9166
249.2000,1.1751,0.0000,0.0000,0.2000,0.0818
268.0000,1.1751,0.0000,0.0000,0.2000,1.1137
254.6000,1.1751,0.0000,0.0000,0.2000,0.0614
255.4500,1.1751,0.0000,0.0000,0.2000,0.5099
248.1500,1.1751,0.0000,0.0000,0.2000,0.8521
255.7500,1.1751,0.0000,0.0000,0.2000,1.0266
248.0500,1.1751,0.0000,0.0000,0.2000,0.7831
264.6000,1.1751,0.0000,0.0000,0.2500,0.7040
251.9500,1.1751,0.0000,0.0000,0.2000,1.3967
243.4500,1.1751,0.0000,0.0000,0.2000,2.7203
250.8500,1.1751,0.0000,0.0000,0.2000,0.0364
262.8500,1.1751,0.0000,0.0000,0.2000,1.4478
245.4000,1.1751,0.0000,0.0000,0.2500,1.3785
248.8000,1.1751,0.0000,0.0000,0.2000,-0.0336
251.5500,1.1751,0.0000,0.0000,0.2500,-0.1561
250.3000,1.1751,0.0000,0.0000,0.2000,0.0723
248.4000,1.1751,0.0000,0.0000,0.2000,0.5823
250.6000,1.1751,0.0000,0.0000,0.2500,0.7862
249.8500,1.1751,0.0000,1.0000,0.2000,1.3151
257.4000,1.1751,0.0000,0.0000,0.2000,0.8813
250.1000,1.1751,0.0000,0.0000,0.2000,0.2281
259.9000,1.1751,0.0000,0.0000,0.1500,0.8636
258.7000,1.1751,0.0000,0.0000,0.2500,1.8712
248.0500,1.1751,0.0000,0.0000,0.2500,2.4018
255.3500,1.1751,0.0000,0.0000,0.2000,0.5053
248.0000,1.1751,0.0000,0.0000,0.2000,1.8501
265.6000,1.1751,0.0000,0.0000,0.2000,0.6552
249.9000,1.1751,0.0000,0.0000,0.2000,0.9040
258.6500,1.1751,0.0000,0.0000,0.2000,-0.1937
249.1000,1.1751,0.0000,0.0000,0.2000,0.0995
255.8000,1.1751,0.0000,0.0000,0.2000,0.2290
250.9000,1.1751,0.0000,0.0000,0.2000,0.1918
248.8500,1.1751,0.0000,0.0000,0.2000,2.9926
257.1500,1.1751,0.0000,0.0000,0.2000,0.5051
260.1500,1.1751,0.0000,0.0000,0.2000,1.8834
248.9500,1.1751,0.0000,0.0000,0.2000,-0.1154
258.2000,1.1751,0.0000,0.0000,0.2500,1.9108
258.9000,1.1751,0.0000,0.0000,0.2000,-0.6278
252.2500,1.1751,0.0000,0.0000,0.2000,1.0668
254.3000,1.1751,0.0000,0.0000,0.2000,1.2101
245.4000,1.1751,0.0000,0.0000,0.1500,0.9856
248.6500,1.1751,0.0000,0.0000,0.2000,1.2715
255.4500,1.1751,0.0000,0.0000,0.2000,-0.2254
246.3500,1.1751,0.0000,0.0000,0.2000,3.6405
255.3500,1.1751,0.0000,0.0000,0.2500,1.5412
253.7500,1.1751,0.0000,0.0000,0.2000,3.0500
253.0000,1.1751,0.0000,0.0000,0.2500,0.1046
252.2500,1.1751,0.0000,0.0000,0.2500,0.1774
251.3500,1.1751,0.0000,0.0000,0.2000,3.0859
242.0000,1.1751,0.0000,0.0000,0.1500,1.1296
253.6000,1.1751,0.0000,0.0000,0.2000,0.2805
259.2500,1.1751,0.0000,0.0000,0.2500,2.0658
253.5000,1.1751,0.0000,0.0000,0.2000,1.5958
252.0000,1.1751,0.0000,0.0000,0.2000,0.5363
252.8000,1.1751,0.0000,0.0000,0.2000,0.4337
261.1500,1.1751,0.0000,0.0000,0.2000,1.4146
248.1500,1.1751,0.0000,0.0000,0.2000,1.1279
251.6500,1.1751,0.0000,0.0000,0.2000,0.6140
248.2000,1.1751,0.0000,0.0000,0.2000,1.0525
254.6000,1.1751,0.0000,0.0000,0.2000,-0.0641
251.3000,1.1751,0.0000,0.0000,0.2000,0.5024
249.4500,1.1751,0.0000,0.0000,0.2000,0.5527
251.2000,1.1751,0.0000,0.0000,0.2000,2.4870
255.0500,1.1751,0.0000,0.0000,0.2000,1.2450
251.1000,1.1751,0.0000,0.0000,0.2000,1.5773
255.6500,1.1751,0.0000,0.0000,0.2500,0.8698
253.9000,1.1751,0.0000,0.0000,0.2000,1.1227
248.5500,1.1751,0.0000,0.0000,0.2000,3.5631
248.7500,1.1751,0.0000,0.0000,0.2500,0.6299
250.4500,1.1751,0.0000,0.0000,0.2500,0.1806
252.0000,1.1751,0.0000,0.0000,0.2000,-0.3499
255.7500,1.1751,0.0000,0.0000,0.2000,0.2452
250.0000,1.1751,0.0000,0.0000,0.2000,0.8243
249.9500,1.1751,0.0000,0.0000,0.1500,1.8488
248.5500,1.1751,0.0000,0.0000,0.2000,1.2914
252.3500,1.1751,0.0000,0.0000,0.1500,0.6586
257.3000,1.1751,0.0000,0.0000,0.2000,-0.0161
247.4500,1.1751,0.0000,0.0000,0.2000,1.3101
248.8500,1.1751,0.0000,0.0000,0.2000,1.9739
251.3500,1.1751,0.0000,0.0000,0.2000,0.1228
248.8500,1.1751,0.0000,0.0000,0.2000,0.8619
255.0500,1.1751,0.0000,0.0000,0.2000,-0.0903
251.1000,1.1751,0.0000,0.0000,0.2000,0.5698
247.9500,1.1751,0.0000,0.0000,0.2000,0.7376
257.3000,1.1751,0.0000,0.0000,0.2000,2.4591
